"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"53717",36,"fit",NA,"socially","never","working on college/university","white",68.14,NA,"science / tech / engineering",2012-06-05 08:07:00,"san francisco, california",NA,"straight","has dogs and likes cats","agnosticism but not too serious about it","m","sagittarius and it's fun to think about","no","english (fluently), japanese (poorly)","single","summarization of thyself.....let's see. i'm a caring pet owner. i can be fairly inquisitive about things that intrigue me and fairly nonchal"
"118",55,"athletic",NA,"not at all","never","dropped out of college/university","white",67.1,NA,"construction / craftsmanship",2012-02-09 23:34:00,"alameda, california","has kids","straight","likes dogs and likes cats","other but not too serious about it","m","leo","no","english (fluently), spanish (fluently), japanese (poorly)","single","i'm almost 54 and 1/2 and i've decided what i want to be when i grow up."
"3242",27,"average","anything","socially","never",NA,"hispanic / latin",66.89,NA,"transportation",2011-10-25 23:38:00,"san leandro, california",NA,"straight",NA,NA,"m",NA,"sometimes","english, spanish","single",NA
"56583",23,"average",NA,"not at all","never","working on college/university","white",69.14,30000,"military",2011-12-12 00:59:00,"san mateo, california",NA,"straight","has dogs","christianity","m","scorpio","yes","english","single","i am fun easy going guy who loves my dog and fish and loves to skateboard"
"43722",30,"average","mostly anything","socially","never","graduated from college/university","asian",64.9,50000,"sales / marketing / biz dev",2012-04-30 16:56:00,"san francisco, california","doesn't have kids","straight","likes dogs","buddhism but not too serious about it","m","scorpio but it doesn't matter","no","english (fluently), vietnamese (okay)","single","i'm a very outgoing person, i like to keep everyone entertain n as well myself. i love taking vacation, traveling, whenever i can. also, din"
"6600",40,"fit","mostly anything","not at all","never",NA,"white",68.11,NA,"other",2012-06-27 10:33:00,"oakland, california",NA,"straight","likes dogs and likes cats",NA,"m","scorpio but it doesn't matter","no","english (fluently), japanese (poorly)","single","very busy lately. looking forward to some time away from work to have some fun outdoors."
"32911",25,"fit","strictly anything","rarely","never","working on masters program","asian",67.97,NA,"banking / financial / real estate",2012-06-02 23:46:00,"san francisco, california",NA,"straight","likes dogs and dislikes cats",NA,"m","capricorn and it's fun to think about","no","english (fluently)","single","i'm very good at listening to you talk about your day and complimenting you on your exceptional fashion sense. those boots look adorable on "
"21601",43,"athletic",NA,"socially","never","graduated from college/university","white",72.81,100000,"executive / management",2012-06-24 16:36:00,"san francisco, california",NA,"straight",NA,NA,"m","capricorn and it's fun to think about","no","english (fluently)","single","contemplating life here in the big city, and i just know that the fun is better when you have someone to share it with. so that is where i a"
"11372",26,NA,NA,"socially",NA,"working on law school","white",71.08,NA,NA,2012-06-26 12:58:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,NA,"english, italian, spanish","single","""we . . . sing the love of danger, the habit of energy, and fearlessness."" - f.t. marinetti, the futurist manifesto    haha, it's a normativ"
"27234",46,"a little extra","anything","socially","never",NA,NA,72.02,60000,"political / government",2012-06-30 17:42:00,"south san francisco, california","has kids, but doesn't want more","straight","has dogs","christianity but not too serious about it","m","taurus but it doesn't matter","yes","english","single","i am really easy going. i love to make people laugh. i also love to cook"
"1590",33,"fit","mostly other","rarely",NA,"graduated from college/university","white",71.85,NA,"other",2012-06-09 19:21:00,"mill valley, california",NA,"straight",NA,"other and laughing about it","m","sagittarius","no","english, portuguese (okay), french (poorly), german (poorly), spanish (okay)","single","ahh the self proclaimed box of my life....  i have lived in the marin area off and on for most of my life. i moved back to marin a few years"
"12027",46,"athletic","other","socially","never","two-year college","white",74.15,NA,"entertainment / media",2012-06-30 05:41:00,"san francisco, california",NA,"straight","likes dogs and likes cats","catholicism","m","sagittarius and it's fun to think about","no","english","single"," not i in a big hurry i just want to meet someone that i could be with and enjoy getting to know &gt;"
"28548",44,"fit","mostly anything","rarely","never","working on masters program","white",72.17,100000,"science / tech / engineering",2012-06-30 20:03:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs and likes cats","other but not too serious about it","m","cancer and it's fun to think about","sometimes","english","single","ladies - i won't call myself ""sensual"" if you don't call yourself ""quirky"" - ok?    ...and i really like the ""i smile at strangers on the st"
"34807",48,"fit",NA,"socially",NA,NA,"white",69.89,NA,"construction / craftsmanship",2011-12-15 15:37:00,"oakland, california",NA,"straight","likes dogs and likes cats",NA,"m",NA,"trying to quit","english (fluently), vietnamese (poorly)","single","i am having a lot more fun lately!    if i don't see you out and about, at the market, or elsewhere in town, catch me here. i like to talk a"
"5423",30,"overweight",NA,"socially","sometimes","working on two-year college","white",68.92,100000,"computer / hardware / software",2011-11-07 09:36:00,"san francisco, california",NA,"straight","likes dogs and likes cats","other but not too serious about it","m","cancer but it doesn't matter","no","english (fluently)","single",NA
"327",24,"athletic","vegetarian","socially","never","graduated from college/university",NA,69.14,NA,"science / tech / engineering",2012-06-29 19:32:00,"san francisco, california","doesn't have kids","straight","likes dogs",NA,"m",NA,"no","english, french (okay), other (fluently), other (fluently)","single","i grew up in 12 different cities and consider myself a tck (third cultured kid - google it :-p)    i am an introverted extrovert - yes, i ca"
"28133",30,NA,"mostly vegan","often","sometimes","working on college/university","black, native american",68.92,NA,"student",2012-05-16 09:47:00,"san francisco, california",NA,"gay",NA,"other and laughing about it","m","libra but it doesn't matter","no","english, latin (poorly)","single","i moved to the city in february from humboldt. i'm from alabama, but the accent never really took. looking for a nice boy with a bit of dirt"
"28949",25,"skinny",NA,"socially",NA,"graduated from masters program",NA,74.13,NA,"science / tech / engineering",2012-06-30 06:59:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english (fluently)","single","slightly messy, yet flosses daily. has been known to dress up like aladdin and dance. rides a bicycle that is held together only with dreams"
"53028",32,"fit",NA,"rarely",NA,"graduated from college/university","other",73.99,NA,"science / tech / engineering",2012-04-28 18:10:00,"san francisco, california",NA,"straight","likes dogs","agnosticism and laughing about it","m","pisces","no","english (fluently), spanish (poorly)","single","add olive oil, lemon, arugula, parmesan, and salt to taste.    flying horsemen fear me, destiny feeds me, and if only stars could hear me wo"
"58839",32,"athletic","mostly anything","socially","never","graduated from college/university","hispanic / latin",71.91,NA,"rather not say",2012-06-28 19:47:00,"hayward, california",NA,"straight",NA,"catholicism but not too serious about it","m","taurus and it's fun to think about","no","english","single",NA
"7833",26,"athletic","mostly anything","socially","never","graduated from college/university","hispanic / latin, white",67.95,NA,"other",2012-06-22 16:15:00,"san francisco, california","doesn't have kids, but wants them","straight",NA,"catholicism and somewhat serious about it","m","gemini but it doesn't matter","no","english (fluently), spanish (fluently), italian (okay)","single","i'm 25 years old and graduated from santa clara university. i was a student athlete and loved every minute of it. i grew up in the bay area "
