"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"37428",25,"athletic",NA,"socially","never","working on two-year college","black",73.1,NA,"education / academia",2012-05-08 23:42:00,"hayward, california",NA,"straight",NA,"christianity and very serious about it","f","virgo but it doesn't matter","no","english","single","i'm just one of those cool, laid back, down-to-earth women who loves life. i do my best to keep god, family, and friends first."
"16373",28,"athletic","mostly vegetarian","often","never","graduated from two-year college","white",61.8,30000,"executive / management",2012-06-30 10:48:00,"oakland, california","doesn't have kids, but might want them","gay","has dogs and likes cats","other","f","gemini but it doesn't matter","no","english (fluently), spanish (poorly)","single","i'm a personal trainer, used to be sous chef. i love making people laugh so hard they cry, watch a good movie, try something new and be supe"
"12909",25,NA,NA,NA,NA,"graduated from college/university","asian",61.13,NA,NA,2012-06-23 09:50:00,"oakland, california",NA,"straight",NA,NA,"f","taurus and it's fun to think about","no","english (fluently), chinese (poorly)","single","hi there. i never know what to say in these things...so here's a general gist i guess. i'm homegrown - born and raised in oakland. i went to"
"36421",29,"average","mostly anything","socially","sometimes","dropped out of two-year college","white",72.18,20000,"medicine / health",2012-02-19 19:38:00,"vallejo, california",NA,"straight","likes dogs and likes cats","christianity","f","aries","sometimes","english","single","i'm a 28 year old girl currently living in vallejo, though i've lived all over the country, bay area and switzerland and prague."
"50882",57,"fit",NA,"rarely","never","graduated from masters program",NA,61,NA,"medicine / health",2012-06-30 19:30:00,"walnut creek, california",NA,"straight",NA,"atheism and laughing about it","f","leo but it doesn't matter","no","english (fluently), hebrew (fluently)","single","israeli-american, professional in the health care field, 2 grown children, left wing politics, love dancing and a good cup of cappucino in t"
"11325",31,"fit","mostly vegetarian","socially","never","graduated from masters program","asian",64.05,NA,"artistic / musical / writer",2012-06-29 13:22:00,"san francisco, california","doesn't have kids","straight","likes dogs",NA,"f","capricorn and it's fun to think about","no","english (fluently), chinese (fluently), french (okay)","single","my favorite places in the world are udaipur, amed in bali, prague, kyoto, sao paulo, queenstown, london, marrakesh and san francisco. i love"
"52129",52,"overweight",NA,"socially","never","graduated from college/university","white",70.06,NA,"entertainment / media",2012-01-03 14:38:00,"san francisco, california","has kids","straight","has dogs","catholicism and somewhat serious about it","f","leo and it's fun to think about","when drinking","english","single","mid-aged, menopausal and bored outta my mind!"
"35786",28,NA,NA,"socially",NA,"graduated from law school","white",65.84,NA,"other",2012-06-25 19:39:00,"san francisco, california",NA,"straight","likes dogs and has cats","atheism but not too serious about it","f","virgo","no","english","single","i'm very independent and pretty sarcastic. i usually have a book close at hand."
"19080",28,"average",NA,"socially","never","graduated from college/university","pacific islander",58.03,NA,"other",2012-05-30 20:28:00,"san francisco, california",NA,"straight","likes dogs","catholicism","f","scorpio but it doesn't matter","no","english (fluently), tagalog (fluently), spanish (okay), sign language (poorly)","single","i moved to san francisco from houston three years ago and have been loving every minute here. like most people, i'm really not good about ta"
"12354",22,"average","strictly vegetarian","socially","never","graduated from college/university","white",66.01,NA,"artistic / musical / writer",2012-06-30 10:48:00,"berkeley, california",NA,"straight","likes dogs and likes cats","christianity","f",NA,"no","english (fluently)","single","hey! i'm a concept artist, illustrator and pastry enthusiast. i probably follow too many food tumblrs. i like cartoons, good books, pizza an"
"57736",23,"skinny",NA,NA,"never","masters program",NA,66.15,NA,"education / academia",2012-04-19 20:34:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,NA,"english","seeing someone",NA
"33056",39,"fit",NA,"rarely","never","graduated from masters program","white",64.88,30000,"education / academia",2012-06-12 22:44:00,"oakland, california",NA,"straight","likes dogs and has cats","buddhism and somewhat serious about it","f","pisces and it's fun to think about","no","english","single","i don't know how to summarize myself, so here is a random list... i am really happy when making things (gardening, cooking, writing) and pro"
"5615",55,"athletic",NA,"socially",NA,"graduated from college/university","white",61.82,NA,"banking / financial / real estate",2012-06-18 19:56:00,"san francisco, california",NA,"gay","has dogs",NA,"f",NA,NA,"english","single",NA
"59565",22,NA,"anything","socially","never","graduated from college/university","hispanic / latin",64.17,NA,"medicine / health",2012-06-30 22:48:00,"oakland, california","doesn't have kids, and doesn't want any","straight","likes dogs and likes cats",NA,"f","sagittarius and it's fun to think about","when drinking","english (fluently), spanish (fluently)","single","hi there! my name is melissa and i am a recent uc berkeley graduate. i live in oakland (the best!) and i am originally from oxnard (home of "
"25143",44,"fit","mostly anything","socially","never","graduated from college/university","black",68.07,30000,"education / academia",2012-06-30 18:08:00,"oakland, california","has a kid, but doesn't want more","straight","has dogs",NA,"f","cancer","no","english (fluently), french (okay), spanish (poorly)","single","i dislike summaries as a rule. i will just say a few words about myself here because it's what one does in situations like these.    what i'"
"3794",40,"average",NA,NA,"never","graduated from masters program","white",66.02,NA,NA,2012-06-26 16:19:00,"daly city, california","has a kid","straight",NA,"other but not too serious about it","f","libra and it's fun to think about",NA,"english","single",NA
"24509",52,"fit","mostly anything","socially","never","working on space camp","white",66.95,80000,"artistic / musical / writer",2012-06-22 23:59:00,"sausalito, california",NA,"straight","likes dogs and has cats","buddhism but not too serious about it","f","cancer but it doesn't matter","no","english","single","in summary, i'm creative, bright, and i'll make you laugh."
"47551",26,"fit","anything","socially","never","graduated from college/university","white",64.82,NA,"other",2012-06-27 20:23:00,"san francisco, california",NA,"straight","likes dogs",NA,"f",NA,"no","english (fluently), spanish","single","5'5'' with brown eyes, a smile like the sunrise. true story."
"4233",39,"average","mostly vegan","socially","never","graduated from ph.d program","black",66.89,NA,"education / academia",2012-06-10 21:39:00,"san mateo, california",NA,"straight",NA,NA,"f","aquarius and it's fun to think about","no","english","single","i laugh when my middle school students ask the same questions over again. some may think i'm merely patient, but i understand that it's part"
"16310",41,"curvy","strictly anything","not at all",NA,NA,"pacific islander",63,NA,NA,2012-06-30 08:52:00,"san francisco, california","doesn't have kids, and doesn't want any","gay",NA,"christianity and laughing about it","f",NA,"no","english (fluently)","single","come find out for yourself.  just can't shoe horn myself into this little box!"
"37121",19,"average",NA,"socially","never","working on two-year college",NA,63.16,NA,"student",2012-03-05 21:57:00,"hayward, california","doesn't have kids, but wants them","straight","has dogs and has cats",NA,"f","sagittarius and it's fun to think about","sometimes","english","single","follow me on twitter @samantha0hh !! my favorite movie is step brothers, my favorite band is theweekend. i want to be kidnapped by a stoner."
"12164",37,"average",NA,"socially","never",NA,"middle eastern",62.9,NA,"law / legal services",2012-06-26 21:49:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,"no","english","single",NA
"24375",21,"athletic",NA,"socially","never","working on college/university","white",66.14,NA,NA,2012-06-29 11:54:00,"san francisco, california",NA,"straight","likes dogs",NA,"f","taurus and it's fun to think about","no","english","single","so happy to be living in such a vibrant, culturally pleasing city. be true and enjoy your moments. i love a good laugh and always find mysel"
