name,price,sex,height,color,location,markings,weight,foaldate,registrations,disciplines,temperament
Bay Mare,15000,Mare,0.015,Bay,"Algodones, New Mexico",Small Star,,4-Apr,AQHA - American Quarter Horse Association (4500660) NRHA (556493),Working Cow Horse (Prospect) Reining (Competed or Shown),3.021
Cookes Song n Dance,5000,Gelding,16.018,Roan,"corvallis, Oregon",none,,8-Apr,AQHA - American Quarter Horse Association (),Drill Team (Prospect) Hunter Under Saddle (Rank Not Applicable) Trail Horse (Trained) Jumper (Rank Not Applicable) Working Cow Horse (Trained),3.022
Esperanza,1200,Mare,5.986,Other,"Boynton Beach, Florida",,1400 pounds,6-May,APHA - American Paint Horse Association (FL-1273180 12W-E0318),Trail Horse (Trained) English Pleasure (Trained) Western Pleasure (Trained) Racing (Competed or Shown) Western Riding (Trained),3.027
HEZ RL FAMOUS,5500,Gelding,15.303,Chestnut,"Wisconsin Rapids, Wisconsin","star strip, snip",,9-Mar,AQHA - American Quarter Horse Association () APHA - American Paint Horse Association (),Western Pleasure (Show) (Trained) Horsemanship (Prospect) Showmanship (Prospect) Equitation (Prospect) Hunter Under Saddle (Prospect),3.032
Celena,5000,Mare,14.205,Bay,"Grand Marais, Minnesota",Left hind half pastern with partial white.,1000 pounds,3-Jun,AQHA - American Quarter Horse Association (4449387),Reining (Trained) Cutting (Trained) Ranch Sorting (Prospect) Team Penning (Prospect) Trail Horse (Trained),3.034
Bueno Chex Mix #4571584,3000,Stallion,15.192,Cremello,"Winterset , Iowa","Star,strip & snip. Right fore sock and socks on hind",,4-May,AQHA - American Quarter Horse Association (4571584),Breeding (Rank Not Applicable) Reined Cow Horse  Working Cow Horse  Team Roping ,3.034
Milestone Joey,10000,Gelding,16.999,Chestnut,"Toano, Virginia",,,Jan-99,,Hunter (Champion) Hunter Under Saddle (Champion) Equitation (Champion) English Pleasure (Champion) Trail Horse (Trained),3.034
Toby,1000,Gelding,14.987,Bay,"Willard, Missouri",,1100 pounds,Jan-95,,Trail Horse (Trained) Barrel Racing (Prospect) Hunter (Prospect) Ranch Horse (Prospect) Working Cow Horse (Prospect),3.042
Doc's Option,4500,Gelding,17.083,Bay,"Johnstown, Ohio","Star, front left pastern, hind left sock",,Mar-00,JC - Jockey Club (),Field Hunter (Prospect) Trail Horse (Trained) Hunter (Trained) Dressage (Competed or Shown),3.042
Penny,20000,Mare,14.105,Chestnut,"Middle Island, New York",,,2-Jan,,Hunter (Competed or Shown) Equitation (Competed or Shown),3.043
Milks Brudderbean Beaner,9000,Gelding,15.191,Buckskin,"watkinsville, Georgia",,,Feb-00,AQHA - American Quarter Horse Association (),Cutting (Competed or Shown),3.043
Messin With Success,6500,Gelding,15.019,Palomino,"Essex, Ontario, Canada",Right hind sock & left hind fetlock,1050 pounds,Mar-98,AQHA - American Quarter Horse Association (3705882) NRHA National Reining Horse Association (523775),Reining (Competed or Shown),3.044
Blu,2500,Gelding,15.994,Other,"castro valley, California",,,9-Feb,,Barrel Racing (Prospect) Dressage (Prospect) English Pleasure (Prospect) Jumper (Prospect) Trail Horse (Prospect),3.047
Buffy,3000,Mare,14.201,Buckskin,"Benton, Missouri","Black mane, tail and legs",1000 pounds,6-Jan,,Endurance Riding  Trail Horse ,3.048
Feather,4000,Mare,16.11,Bay,"Near Harrisburg, Pennsylvania",,,4-Jan,,Hunter (Competed or Shown) Eventing (Prospect) Dressage (Prospect),3.048
Kommander in Chief,18000,Gelding,15.296,Bay,"Davidsonville , Maryland",Small star and sock,,Mar-94,,Dressage (Trained) Hunter (Champion) Equitation (Champion),3.049
Spirit,1200,Gelding,15.203,White,"North fort myers, Florida",Black and White,,6-Apr,,Barrel Racing (Competed or Shown) Western Pleasure (Trained),3.05
Party Dress,30000,Mare,12.197,Roan,"Orchard Park, New York",Blaze,,6-Jun,WPCSA - Welsh Pony and Cob Society of America (H-7628),Hunter (Competed or Shown) Hunter Under Saddle  Equitation ,3.052
Detailed to the Max,0,Gelding,16.086,Bay,"St. Marys, Ontario, Canada",star,,4-May,AQHA - American Quarter Horse Association (),Horsemanship (Trained) Western Pleasure (Show) (Trained) Showmanship (Trained) Equitation (Competed or Shown) Hunter Under Saddle (Champion),3.052
Ivormast,2500,Gelding,15.984,Grey,"Grantville, Pennsylvania",,1200 pounds,8-Jun,JC - Jockey Club (),Hunter (Prospect) Jumper (Prospect) Trail Horse (Prospect) Barrel Racing (Prospect) Eventing (Prospect),3.055
Sunjacks Sun Deck,7500,Gelding,14.992,Palomino,"college station , Texas",blaze,,11-Jan,AQHA - American Quarter Horse Association (5422673),Team Sorting (Prospect) Reined Cow Horse (Prospect) Team Penning (Prospect) Working Cow Horse (Prospect) Barrel Racing (Prospect),3.056
Condor,85000,Gelding,17.099,Black,"Wellborn, Florida",,1500 pounds,7-May,AHHA (American Holsteiner Horse Association) (),Eventing (Trained) Dressage (Trained) Hunter (Champion) Equitation (Champion) Jumper (Champion),3.058
Cowboyscollision CC,3000,Mare,14.311,Brown,"Shawville, Quebec, Canada",,,Apr-00,APHA - American Paint Horse Association (00749416),Halter (Trained) Showmanship (Prospect) Team Penning (Prospect) Brood Mare (Prospect) Youth/4-H Horse (Prospect),3.06
I Got You Real Good,2750,Stallion,12.202,Chestnut,"Ellsworth, Wisconsin","High socks and stockings, blaze, belly spots",,12-May,"APHA - American Paint Horse Association (1,015,296)",Hunter Under Saddle (Prospect) Halter (Prospect) Showmanship (Prospect) Longe-Line (Prospect) Western Pleasure (Show) (Prospect),3.061
Petunia,2500,Mare,13.105,Bay,"Hanover, Pennsylvania",Star,,5-Jan,,Barrel Racing (Champion) Youth/4-H Horse (Champion) Trail Horse  Jumper  Pole Bending ,3.067
Steppe Evangeline,12500,Mare,12.194,Bay,"Crowley, Texas","two socks, big star, stripe",,9-Jan,,,3.069
GH Red Repose,2500,Gelding,14.992,Dun,"Blooming Grove, Texas","Tobiano, Flaxen Mane",,8-Feb,PtHA - Pinto Horse Association of America (144984),Jumper (Prospect) Dressage (Trained) Hunter Under Saddle (Champion) Equitation (Champion),3.07
Walon,6500,Gelding,16.082,Dun,"Portsmouth, Rhode Island","white blaze, white ankle back left",,8-Apr,"APHA - American Paint Horse Association (972,420)",Field Hunter (Competed or Shown) Western Pleasure (Show) (Prospect) Trail Horse (Trained) Western Pleasure (Prospect) English Pleasure (Prospect),3.072
Sonny,1500,Gelding,14.998,Sorrel,"Fennimore, Wisconsin",,1000 pounds,Jan-98,,Trail Horse (Rank Not Applicable),3.075
Chaucer,15000,Gelding,15.288,Bay,"Louisa, Virginia","Stripe, 3 white socks, white belly dot",,4-Jun,,Dressage (Competed or Shown),3.076
Milo,30000,Gelding,13.182,Brown,"Flemington, New Jersey",star,,1-Apr,USEF - United States Equestrian Federation (),Hunter (Champion) Equitation (Champion),3.078
Debutante,5000,Mare,16,Bay,"Waggoner, Illinois",no markings,,8-Apr,AQHA - American Quarter Horse Association (X0675376),Hunter Under Saddle (Trained) Equitation (Prospect) Showmanship (Prospect) Hunter (Prospect) Horsemanship (Prospect),3.079
According to Me- Archie,35000,Gelding,16.283,Bay,"Aledo, Texas",,,7-Aug,,Equitation  Hunter  Jumper ,3.079
Ace,8000,Gelding,15.999,Bay,"San Juan Capistrano, California",2 small back white socks and a white blaze,,8-Apr,JC - Jockey Club (0817129),Hunter ,3.081
Feleen,500,Mare,12.212,Bay,"Sugar Grove, Illinois",,,9-Jul,,Jumper (Prospect) Eventing (Prospect) Beginner/Family (Prospect) Driving (Prospect) Youth/4-H Horse (Prospect),3.082
TMCR EDDIE ROSES BAY DRAGO,1200,Gelding,13.997,Bay,"Louisville, Illinois",,,10-Apr,AQHA - American Quarter Horse Association (5310080),Cutting (Prospect) Competitive Trail Competitions (Prospect) Ranch Horse (Prospect) Reining (Prospect) Western Pleasure (Prospect),3.082
San Paolo,75000,Gelding,15.317,Chestnut,"West Dundee, Illinois",,,8-Apr,USEF - United States Equestrian Federation (5269274),Equitation  Jumper  Hunter (Competed or Shown),3.082
Bannon,345,Gelding,16.084,Bay,"Califon, New Jersey",,,1-Apr,,Jumper (Competed or Shown) Eventing (Competed or Shown) Dressage (Competed or Shown),3.083
Cats Gonna Getcha (Gigi),15000,Mare,16.195,Bay,"Monticello, Florida",star,,5-Jan,,Field Hunter (Trained) Hunter (Prospect) Dressage (Prospect) Eventing (Trained),3.085
Monogrammed,75000,Gelding,16.304,Grey,"Spotsylvania, Virginia",,1250 pounds,3-Jan,,Beginner/Family (Trained) Field Hunter (Prospect) Sidesaddle (Champion) Equitation (Competed or Shown) Hunter (Champion),3.086
Gumby Joe,300,Gelding,11.094,Bay,"Clarksville, Tennessee",,,10-Jun,,,3.087
Quincy Lark,3000,Gelding,16.117,Chestnut,"Scappoose, Oregon",Red Roan Overo,,May-95,APHA - American Paint Horse Association (),Beginner/Family (Rank Not Applicable) Dressage (Competed or Shown) Hunter (Competed or Shown) Lesson Horse (Rank Not Applicable) Youth/4-H Horse (Competed or Shown),3.091
Barrett's Lucky Star (Bear),2500,Gelding,15.196,Other,"Sylva, North Carolina",,,1-Jul,RMHA - Rocky Mountain Horse Association Official (245234118),Trail Horse  Gaited (Prospect),3.093
Willy,2500,Gelding,14.282,Black,"danville, Vermont",,,12-Apr,AMHA - American Morgan Horse Association (),Dressage (Prospect) Driving (Prospect) Eventing (Prospect) Pleasure Driving (Trained) Trail Horse (Prospect),3.096
Jay,0,Gelding,15.102,Bay,"Weathersfield, Vermont",,,7-May,AMHA - American Morgan Horse Association (),Companion Only ,3.096
Autumn,5500,Mare,14.987,Chestnut,"Auburn, Alabama","Liver Chestnut w/ blaze and socks, caramel eyes",,1-Jan,,Eventing (Competed or Shown) Hunter (Competed or Shown) Jumper (Competed or Shown) Dressage (Competed or Shown) Lesson Horse (Trained),3.097
IMA CLASSIC ROCKET,4000,Gelding,15.308,Chestnut,"Sevierville, Tennessee",3 high white legs & Blaze face,1225 pounds,4-Jan,"AQHA - American Quarter Horse Association (4528872) APHA - American Paint Horse Association (785,157)",Dressage (Prospect) Western Pleasure (Show) (Prospect) Halter (Prospect),3.099
Izzy Junior,5000,Gelding,16.019,Bay,"Geneva, Ohio",None,,5-Feb,AQHA - American Quarter Horse Association (),Competitive Trail Competitions ,3.1
Picture Perfect,7500,Gelding,15.989,Bay,"Clarksburg, Maryland","Irregular blaze, three socks",1000 pounds,11-May,KWPN - Dutch Warmblood Studbook in North America (840025 201100321),Eventing (Prospect) Jumper (Prospect) Hunter (Prospect),3.101
MF Jacks Drift Skip,4000,Stallion,14.311,Palomino,"Henry, Illinois",,,10-Feb,AQHA - American Quarter Horse Association (5375251),Youth/4-H Horse  Team Roping  Calf Roping  Barrel Racing  Breeding (Rank Not Applicable),3.104
Sangria,8000,Mare,15.191,Bay,"Valley City, Ohio",White star,850 pounds,8-May,,Hunter (Prospect) Dressage (Prospect),3.107
DARK CHOCOLATE KISS,10000,Mare,15.291,Bay,"Pittsfield, New Hampshire",,,10-Jan,ApHC - Appaloosa Horse Club (),English Pleasure  Equitation  Hunter Under Saddle  Western Pleasure  Western Riding ,3.107
Sweet-In-Spirit Sissy,800,Mare,14.21,Black,"Danville, California",Black and white,,10-Mar,APHA - American Paint Horse Association (),Country Pleasure  Halter (Rank Not Applicable),3.109
Dixie,4000,Mare,14.182,Palomino,"Fenelton, Pennsylvania",,,4-May,AQHA - American Quarter Horse Association (),Eventing (Competed or Shown) Western Pleasure (Competed or Shown) Judged Pleasure Rides (Competed or Shown) Trail Horse (Trained),3.113
Finale By Far,4500,Stallion,15.314,Chestnut,"Gainesville, Texas",Loud Frame Overo,,10-Apr,APHA - American Paint Horse Association (990102) AQHA - American Quarter Horse Association (5332742),Competitive Trail Competitions (Prospect) Team Roping (Prospect) Ranch Horse (Prospect) Halter (Prospect) Breeding (Prospect),3.118
Talent In Motion (Tim),6500,Gelding,15.293,Chestnut,"Bradford, Rhode Island",Blaze,,10-Mar,,Hunter (Prospect) Eventing (Prospect) Dressage (Prospect),3.12
GINNY,4500,Mare,13.304,Sorrel,"Ashville, New York",tri-color,1000 pounds,7-May,,Endurance Riding (Trained) Driving (Trained) Cowboy Mounted Shooting (Prospect) Brood Mare (Prospect) Barrel Racing (Prospect),3.121
Poco Hibrow,2300,Gelding,14.212,Chestnut,"Windsor, Illinois",white blaze,1100 pounds,8-Apr,AQHA - American Quarter Horse Association (5057157),Cutting (Prospect) Ranch Horse (Prospect) Trail Horse (Trained) Ranch Sorting (Trained) Team Sorting (Trained),3.121
Jasmine,1200,Mare,15.083,Sorrel,"Jerseyville, Ontario, Canada",,,4-Jul,APHA - American Paint Horse Association (811223),Western Pleasure (Prospect) Showmanship (Prospect) Trail Horse (Prospect),3.122
Ole Dobbin,5500,Gelding,17.31,Pinto,"Utica, Ohio",,1300 pounds,6-Apr,,Dressage (Prospect) Field Hunter (Prospect),3.123
Final Gold Dot Com,8500,Mare,14.001,Chestnut,"Monticello, Florida","Blaze, Socks, Lg Dot on Side",800 pounds,9-Apr,WPCSA - Welsh Pony and Cob Society of America (Eligible),Hunter (Prospect) Dressage (Prospect) Jumper (Prospect),3.126
Prince,900,Gelding,15.205,Bay,"Chapel Hill, North Carolina",large white blaze,,4-Mar,JC - Jockey Club (),Hunter ,3.126
Bravadorro,75000,Gelding,17.301,Grey,"London, Ontario, Canada",4 high socks and a blaze,,6-May,CSHA - Canadian Sport Horse Association (),Hunter (Trained) Dressage (Competed or Shown),3.128
Nopalito,400,Stallion,7.02,Brown,"Saragosa, Texas",,,12-Sep,,Breeding ,3.129
Cody,1800,Gelding,14.292,Bay,"Canton, Pennsylvania",snippet on nose,950 pounds,7-Apr,,Trail Horse ,3.133
Bernie Like Me,1500,Gelding,12.107,Grey,"Parkton , Maryland",,,7-Jan,,Beginner/Family (Trained) English Pleasure (Trained) Halter (Prospect) Hunter (Trained) Jumper (Trained),3.134
Skip and Win (Muffit),10000,Mare,15.994,Grey,"Weirsdale, Florida",,,6-Apr,JC - Jockey Club (),Jumper (Prospect) Dressage (Prospect) Eventing (Prospect) Youth/4-H Horse (Prospect) Field Hunter (Prospect),3.134
EL REY,4500,Stallion,13.316,Black,"Norco, California",none... pure black,550 pounds,13-Feb,IALHA - International Andalusian & Lusitano Horse Association (),Breeding  Dressage  Eventing  Jumper  Youth/4-H Horse ,3.135
MISTER,500,Gelding,14.982,Dun,"Eagle, Colorado",Handsome dun with white blanket.,1000 pounds,2-Apr,ApHC - Appaloosa Horse Club (613734),Cowboy Mounted Shooting (Prospect) English Pleasure (Prospect) Ranch Horse (Prospect) Trail Horse (Prospect) Youth/4-H Horse (Prospect),3.135
Orianna,5000,Mare,15.202,Bay,"Broussard, Louisiana","Star, socks.",,4-Jan,,Trail Horse (Trained) Eventing (Trained) Dressage (Competed or Shown) Jumper (Competed or Shown),3.137
Sailor,2750,Gelding,16.998,Black,"Wood Lake, Minnesota",,1250 pounds,1-May,,Driving (Trained),3.137
Babydoll,1200,Mare,13.982,Bay,"Port Charlotte, Florida",,,Feb-00,,Barrel Racing ,3.139
Elska II fra Extreme Farms,2000,Mare,12.995,Bay,"Dryden, Michigan",,,8-May,,Not Applicable ,3.14
Extreme Buster,6000,Gelding,15.313,Bay,"Middlefield, Ohio",Overo,,6-Jun,APHA - American Paint Horse Association (930535),Ranch Horse (Trained) Western Pleasure (Trained) Team Sorting (Prospect) Competitive Trail Competitions (Trained) Trail Horse (Trained),3.14
KEY SPARKLE,1500,Mare,15.092,Bay,"Cochranville, Pennsylvania",,1000 pounds,1-Apr,JC - Jockey Club (),Dressage  Jumper  Trail Horse ,3.141
Luna,2000,Mare,14.208,Cremello,"Kings Mountain, North Carolina",blaze and 4 stockings,850 pounds,4-May,,Trail Horse (Trained) Brood Mare (Prospect) Halter (Prospect),3.144
Endeavour (Ernie),7000,Gelding,16.012,Bay,"Glenmoore, Pennsylvania","star, 4 stockings/socks",,10-May,,Eventing (Prospect) Dressage (Prospect) Jumper (Prospect) Hunter Under Saddle (Prospect) Hunter (Prospect),3.146
,5000,Mare,14.22,Bay,"Memphis, Tennessee",white sock,,5-Jan,,Hunter (Trained),3.148
Dreamy Blues in the Rain,4500,Gelding,15.081,Palomino,"Billings, Montana",Medicine Hat Tovero,,5-Oct,TWHBEA - Tennessee Walking Horse Breeders' and Exhibitors' Association (20511854),Western Pleasure (Prospect) Halter (Trained) Longe-Line (Trained) Gaited (Trained) Trail Horse (Competed or Shown),3.149
Kayce Andra,5000,Mare,14.303,Chestnut,"Greenwood, California",,,Apr-96,AHA - Arabian Horse Association (),Brood Mare (Champion),3.156
Flicka,5000,Mare,15.183,Bay,"Osakis, Minnesota",bay with one white sock and a star,900 pounds,5-Apr,,Barrel Racing (Competed or Shown) Trail Horse (Trained),3.158
Skye,500,Mare,14.094,Sorrel,"Dewey, Illinois",,,7-Jan,,Trail Horse (Rank Not Applicable),3.16
Anna WRF,4500,Mare,14.186,Palomino,"St Augustine, Florida",,900 pounds,7-Apr,AHR - American Haflinger Registry (29272-07),Competitive Trail Competitions (Trained) Western Pleasure (Trained) English Pleasure (Trained) Dressage (Prospect) Lesson Horse (Competed or Shown),3.162
Callaway's No Exceptions,700,Mare,15.102,Chestnut,"georgetown , Kentucky",,1000 pounds,Jun-91,ASHA - American Saddlebred Horse Association (120977),Gaited (Trained) Lesson Horse (Trained) Brood Mare (Champion),3.162
Checkbehindthezipper,2500,Mare,14.199,Roan,"Rochester, Illinois","socks, belly spot, blaze.",,10-Jan,APHA - American Paint Horse Association (),Showmanship (Trained) Western Pleasure (Trained) Hunter Under Saddle (Prospect) English Pleasure (Prospect) Halter (Trained),3.164
DREAMER,9500,Gelding,14.093,Buckskin,"Evensville , Minnesota",tobiano,,10-Mar,,Trail Horse (Rank Not Applicable) Western Pleasure (Show) (Prospect) Halter (Trained) Driving (Prospect),3.167
Tazz,200,Gelding,15.994,Bay,"Fort Collins, Colorado","star, sock, roan",,8-Mar,,Hunter  Jumper  Eventing ,3.167
All Time Achiever,7000,Gelding,16.315,Grey,"Wellston, Ohio",,,Apr-00,AQHA - American Quarter Horse Association (),Hunter Under Saddle (Competed or Shown) Equitation (Competed or Shown) Showmanship (Competed or Shown),3.167
Angel,300,Mare,15.081,Black,"Beecher, Illinois",,,Jan-89,,Western Riding  English Pleasure ,3.169
Lynara Czarmigo,1500,Mare,15.088,Pinto,"Bloomfield, Iowa",Black Tobiano,800 pounds,May-94,AHA - Arabian Horse Association (316059) PtHA - Pinto Horse Association of America (76383),Brood Mare (Champion) Trail Horse (Trained) Beginner/Family (Trained) Youth/4-H Horse (Trained),3.17
,4800,Mare,16.188,Bay,"Fall City, Washington",,1200 pounds,8-May,,Beginner/Family (Prospect) Dressage (Prospect) Trail Horse (Trained) Vaulting (Prospect) English Pleasure (Trained),3.172
Toronado CWF,1200,Gelding,14.991,Grey,"Elizabeth, West Virginia",,,9-Mar,IALHA - International Andalusian & Lusitano Horse Association (H007165),Not Applicable ,3.173
Bernadette (Brin),15000,Mare,16.215,Bay,"Oxford, Ohio",,1200 pounds,2-May,AHS - American Hanoverian Society (),Dressage (Competed or Shown) Eventing (Competed or Shown) Hunter (Competed or Shown) Jumper (Trained) Brood Mare (Rank Not Applicable),3.176
Pinkie Pie,0,Mare,11.216,Palomino,"Saint Lazare, Quebec, Canada",,,6-Jan,,Hunter (Prospect) Dressage (Prospect),3.177
Burkland Lucky Strike,0,Gelding,15.292,Chestnut,"Sparta , New Jersey",Star. Black eyes. Right hind sock with two spots,,Jul-99,AMHA - American Morgan Horse Association (),Hunter (Trained) Showmanship (Competed or Shown) Hunter Under Saddle (Competed or Shown) English Pleasure (Competed or Shown),3.177
Stellar Moves,35000,Gelding,17.3,Bay,"Sarasota, Florida","Star, strip, snip",1800 pounds,3-Mar,AQHA - American Quarter Horse Association () USEF - United States Equestrian Federation (),Hunter Under Saddle (Competed or Shown) Jumper (Champion) Hunter (Champion) Equitation (Champion),3.18
